CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,YEAR,UNIQUE_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
2022-10-13,12:00,BROOKLYN,11215.0,40.6628,-73.978355,PROSPECT PARK WEST,12 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4573093.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12391887,10/13/2022,12:00,e449010c-0404-4cee-b9a5-72513467db9c,Occupant,Unspecified,20317652.0,48.0,,,,,,,,,Registrant,,,M
2022-10-12,7:41,QUEENS,11385.0,40.71029,-73.91789,ONDERDONK AVENUE,STARR STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4572845.0,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2022,12391543,10/12/2022,7:41,230ee5b3-6c18-4de9-bcfb-abf9ee9ad552,Occupant,Unspecified,20317483.0,,,,,,,,,,Registrant,,,
2022-10-11,8:29,QUEENS,11435.0,40.70806,-73.8073,87 AVENUE,150 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4572955.0,Sedan,,,,,2022,12392203,10/11/2022,8:29,4527a486-b940-4dce-ba19-ace4f686a96d,Occupant,Unspecified,20317830.0,20.0,,,,,,,,,Registrant,,,F
2022-10-14,22:00,BROOKLYN,11207.0,40.66746,-73.89182,,,456       WYONA STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4573348.0,Sedan,,,,,2022,12393597,10/14/2022,22:00,2336cae2-833b-414a-893c-585b44d4b67b,Occupant,Unspecified,20318694.0,,,,,,,,,,Registrant,,,M
2022-10-14,13:35,UNKNOWN,,40.843678,-73.871956,BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,4572896.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,2022,12391400,10/14/2022,13:35,d18c0e71-05d6-4ac4-9b85-7707cf9fe0ac,Occupant,Unspecified,20317399.0,,,,,,,,,,Registrant,,,U
2022-10-14,13:35,UNKNOWN,,40.843678,-73.871956,BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,4572896.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,2022,12391396,10/14/2022,13:35,9e630df9-15ba-448d-938f-aa2975e44984,Occupant,Unspecified,20317401.0,,,,,,,,,,Registrant,,,U
2022-10-13,10:14,BRONX,10460.0,40.838844,-73.87817,EAST 177 STREET,DEVOE AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,,,,4572763.0,Bus,Sedan,,,,2022,12391180,10/13/2022,10:14,3056126b-fced-4161-8773-47c481e9e62e,Occupant,Unspecified,20317283.0,,,,,,,,,,Registrant,,,
2022-10-13,0:00,UNKNOWN,,40.83609,-73.87039,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,,,,4572765.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12391573,10/13/2022,0:00,7d0ec8ce-ffc6-40a3-9239-ab419ed16a1b,Occupant,Unspecified,20317505.0,,,,,,,,,,Registrant,,,
2022-10-12,10:49,QUEENS,11423.0,40.718803,-73.76596,,,197-10    FOOTHILL AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4572956.0,Sedan,,,,,2022,12392210,10/12/2022,10:49,230e55b8-ea0b-489c-87ce-431fcff32530,Occupant,Unspecified,20317838.0,,,,,,,,,,Registrant,,,U
2022-10-07,14:34,QUEENS,11367.0,40.726837,-73.82121,72 AVENUE,VLEIGH PLACE,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4572948.0,Flat Bed,,,,,2022,12392191,10/07/2022,14:34,d971f480-9bb3-4818-be5b-bf7913297896,Occupant,Unspecified,20317825.0,,,,,,,,,,Registrant,,,U
2022-10-14,17:00,QUEENS,11691.0,40.59708,-73.78203,,,445       BEACH 51 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4573464.0,Sedan,,,,,2022,12394743,10/14/2022,17:00,0e8d0ffd-9b25-496b-a598-5869c688009a,Occupant,Unspecified,20319330.0,21.0,,,,,,,,,Registrant,,,F
2022-10-14,18:06,BROOKLYN,11236.0,40.64715,-73.916214,EAST 88 STREET,DITMAS AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4572893.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12391650,10/14/2022,18:06,af9362b9-afea-46d2-9d39-c129808b268e,Occupant,Unspecified,20317544.0,38.0,,,,,,,,,Registrant,,,F
2022-10-12,8:10,QUEENS,11434.0,40.680218,-73.775505,168 STREET,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4572207.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12389446,10/12/2022,8:10,e510d44f-8e78-4519-bb3c-091f0399e303,Occupant,Unspecified,20316328.0,,,,,,,,,,Registrant,,,
2022-10-14,14:09,QUEENS,11103.0,40.758972,-73.91901,STEINWAY STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4573179.0,Sedan,Pick-up Truck,,,,2022,12393449,10/14/2022,14:09,f5eeb06f-4744-42e6-a277-060e5528dd02,Occupant,Unspecified,20318611.0,,,,,,,,,,Registrant,,,
2022-10-10,4:12,UNKNOWN,,40.727207,-73.90742,BORDEN AVENUE,MAURICE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4572998.0,Sedan,Tractor Truck Diesel,,,,2022,12392266,10/10/2022,4:12,e34e5ca3-17e1-4dd6-bc79-006a4b74adc1,Occupant,Unspecified,20317872.0,26.0,,,,,,,,,Registrant,,,M
2022-10-12,13:00,QUEENS,11427.0,40.73044,-73.74377,,,220-05    HILLSIDE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4572969.0,Sedan,Sedan,,,,2022,12392333,10/12/2022,13:00,cb7c970e-6042-4d3a-8f67-df1e7b693547,Occupant,Unspecified,20317910.0,36.0,,,,,,,,,Registrant,,,M
2022-10-13,10:53,UNKNOWN,,40.824074,-73.85979,BOLTON AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4572767.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12391577,10/13/2022,10:53,56c1359c-12ba-490d-8f1f-7940adf573f7,Occupant,Unspecified,20317509.0,45.0,,,,,,,,,Registrant,,,M
2022-10-02,3:45,QUEENS,11377.0,40.755573,-73.89774,,,32-35     69 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4573386.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12393103,10/02/2022,3:45,5bcad6fb-9bec-4b33-8831-c87c93bc5231,Occupant,Unspecified,20318386.0,,,,,,,,,,Registrant,,,M
2022-10-13,7:05,UNKNOWN,,40.6709,-73.95319,ROGERS AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4572629.0,Bus,Sedan,,,,2022,12390128,10/13/2022,7:05,b2541815-770f-4dae-9c72-3a66b18776cf,Occupant,Unspecified,20316701.0,27.0,,,,,,,,,Registrant,,,M
2022-10-14,21:30,BROOKLYN,11217.0,40.687317,-73.979164,,,96        ROCKWELL PLACE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4573084.0,Sedan,,,,,2022,12391780,10/14/2022,21:30,b7e17745-4489-4973-94dd-e393a49c0a29,Occupant,Unspecified,20317594.0,29.0,,,,,,,,,Registrant,,,F
2022-10-15,3:56,BROOKLYN,11226.0,40.6514,-73.95513,,,104       MARTENSE STREET,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4573205.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,2022,12399978,10/15/2022,3:56,1f3a9635-df44-4c42-9ee0-c44648f88f7c,Occupant,Unspecified,20322236.0,,,,,,,,,,Registrant,,,
2022-10-15,19:32,BROOKLYN,11208.0,40.660652,-73.86577,FLATLANDS AVENUE,CRESCENT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,4573368.0,Sedan,Sedan,,,,2022,12393625,10/15/2022,19:32,50b310d4-8b85-4b34-80cb-3de85404c272,Occupant,Unspecified,20318712.0,66.0,,,,,,,,,Registrant,,,M
2022-10-02,3:40,BRONX,10459.0,40.82098,-73.89388,EAST 163 STREET,FOX STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4573518.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12393840,10/02/2022,3:40,297f5a52-90a5-41e5-92da-0303c43aeb74,Occupant,Unspecified,,,,,,,,,,,Witness,,,
2022-10-13,21:30,QUEENS,11377.0,40.754158,-73.898636,BROOKLYN QUEENS EXPRESSWAY,NORTHERN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4573580.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12399973,10/13/2022,21:30,6d9680b5-bb7a-4835-889a-986d53f9c059,Occupant,Unspecified,20322232.0,37.0,,,,,,,,,Registrant,,,M
2022-10-15,17:30,QUEENS,11422.0,40.67452,-73.736084,MERRICK BOULEVARD,234 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,4573033.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,2022,12392366,10/15/2022,17:30,21542e53-4bdf-4027-88c0-5f4edc819f5e,Occupant,Unspecified,20317933.0,38.0,,,,,,,,,Registrant,,,F
2022-10-12,0:10,MANHATTAN,10010.0,40.742233,-73.9933,WEST 22 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4573730.0,Sedan,Sedan,,,,2022,12393772,10/12/2022,0:10,03dc2f6e-c09d-47fd-a535-77199b115ad5,Occupant,Unspecified,20318791.0,,,,,,,,,,Registrant,,,F
2022-10-15,17:10,UNKNOWN,,40.766556,-73.96294,EAST 67 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4573420.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12395318,10/15/2022,17:10,226c1bf7-515c-4d84-a3b5-e42e505af83d,Occupant,Unspecified,20319659.0,,,,,,,,,,Registrant,,,U
2022-10-15,3:31,BRONX,10453.0,40.85962,-73.91329,SEDGWICK AVENUE,FAME HALL TERRACE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,4572929.0,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,2022,12398945,10/15/2022,3:31,f1774d37-61ec-4b41-87b2-cfd754d89b34,Occupant,Unspecified,20321640.0,32.0,,,,,,,,,Registrant,,,M
2022-10-15,18:45,MANHATTAN,10037.0,0.0,0.0,EAST 132 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4573539.0,Sedan,,,,,2022,12393997,10/15/2022,18:45,31c4de85-d49d-4e55-a890-ec5917c69818,Occupant,Unspecified,20318911.0,39.0,,,,,,,,,Registrant,,,F
2022-10-15,19:49,QUEENS,11355.0,40.742634,-73.81858,150 STREET,58 ROAD,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4573394.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12393484,10/15/2022,19:49,239cc00e-c8f0-44a6-a2aa-71b33b027ff1,Occupant,Unspecified,20318628.0,32.0,,,,,,,,,Registrant,,,M
2022-10-02,21:20,QUEENS,11369.0,40.766575,-73.87095,,,99-15     24 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4573639.0,Sedan,Sedan,,,,2022,12394315,10/02/2022,21:20,4a99c3e9-36d2-4365-ad2a-ed10cd3c10f2,Occupant,Unspecified,20319062.0,,,,,,,,,,Registrant,,,U
2022-10-15,11:20,QUEENS,11370.0,40.766357,-73.88756,82 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4573282.0,Sedan,Sedan,,,,2022,12393166,10/15/2022,11:20,18c089c6-1d9c-4408-a32f-0ace8d79d2af,Occupant,Unspecified,20318427.0,41.0,,,,,,,,,Registrant,,,M
2022-10-15,17:17,BROOKLYN,11209.0,40.63108,-74.03383,,,7721      COLONIAL ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4573605.0,Pick-up Truck,,,,,2022,12394152,10/15/2022,17:17,06facd33-81ec-4160-aff0-4b93070ca780,Occupant,Unspecified,20318987.0,31.0,,,,,,,,,Registrant,,,M
2022-10-15,23:10,BROOKLYN,11207.0,40.716846,-74.0052,,,375       SHEFFIELD AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4573357.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2022,12393629,10/15/2022,23:10,975e5674-bdb3-4d41-ae31-5fd3112821e3,Occupant,Unspecified,,,,,,,,,,,Witness,,,
2022-10-15,12:24,QUEENS,11414.0,40.65689,-73.83931,,,160-31    CROSS BAY BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4573405.0,Sedan,,,,,2022,12393219,10/15/2022,12:24,eef4c806-14e8-4236-ba94-fd81cf3769b6,Occupant,Unspecified,20318465.0,66.0,,,,,,,,,Registrant,,,F
2022-10-14,20:15,QUEENS,11385.0,40.694107,-73.89737,CYPRESS AVENUE,COOPER AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4573732.0,Sedan,Bike,,,,2022,12394465,10/14/2022,20:15,4c3ffd98-d951-4d7b-9563-31dac888f971,Occupant,Unspecified,20319158.0,21.0,,,,,,,,,Registrant,,,F
2022-10-15,23:38,BROOKLYN,11203.0,40.654346,-73.9217,LINDEN BOULEVARD,REMSEN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4573132.0,Station Wagon/Sport Utility Vehicle,Ambulance,,,,2022,12393409,10/15/2022,23:38,0ea6fd4d-5101-4755-a70a-720be88453f3,Occupant,Unspecified,20318584.0,,,,,,,,,,Registrant,,,M
2022-10-13,21:00,UNKNOWN,,40.704308,-73.91924,WYCKOFF AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4573672.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12394326,10/13/2022,21:00,45c23cb1-fc5a-4c41-a5a6-53df8adeeb88,Occupant,Unspecified,20319071.0,25.0,,,,,,,,,Registrant,,,F
2022-10-09,23:58,UNKNOWN,,40.718716,-73.79406,GRAND CENTRAL PKWY,,,2,0,0,0,0,0,2,0,Pavement Defective,Unspecified,,,,4573663.0,Sedan,Sedan,,,,2022,12394371,10/09/2022,23:58,86308df7-823e-4705-94be-487568648369,Occupant,Unspecified,20319103.0,,,,,,,,,,Owner,,,
2022-09-14,19:20,MANHATTAN,10032.0,40.840195,-73.94307,WEST 165 STREET,FORT WASHINGTON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4564229.0,Station Wagon/Sport Utility Vehicle,Sedan,Taxi,Station Wagon/Sport Utility Vehicle,,2022,12394813,09/14/2022,19:20,34461594-311d-4148-b22e-e55adcbb30ed,Occupant,Unspecified,20319374.0,45.0,,,,,,,,,Registrant,,,M
2022-10-05,17:21,UNKNOWN,,40.575813,-74.11979,RICHMOND ROAD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4570427.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12395349,10/05/2022,17:21,29b2945c-bc17-42f7-a2d7-d60436f2a7b7,Occupant,Unspecified,20319671.0,34.0,,,,,,,,,Registrant,,,F
2022-10-16,6:06,QUEENS,11435.0,40.71566,-73.81327,,,147-12    GRAND CENTRAL PARKWAY,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4573371.0,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2022,12393194,10/16/2022,6:06,d3ee860d-d81b-474f-8e65-b420669d38a8,Occupant,Unspecified,20318447.0,37.0,,,,,,,,,Registrant,,,M
2022-10-07,12:30,BRONX,10465.0,40.827583,-73.84085,,,905       BRUSH AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4573805.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12395495,10/07/2022,12:30,6300dc40-30e7-4fc8-9d97-1b421bd56067,Occupant,Unspecified,20319764.0,33.0,,,,,,,,,Registrant,,,M
2022-10-16,1:54,QUEENS,11422.0,40.683598,-73.727196,LAURELTON PARKWAY,121 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4573086.0,Sedan,,,,,2022,12392385,10/16/2022,1:54,85d91b61-e92f-465c-9dbf-6491977adfbc,Occupant,Unspecified,20317940.0,30.0,,,,,,,,,Registrant,,,F
2022-09-20,18:50,MANHATTAN,10002.0,40.720478,-73.99265,,,155       CHRYSTIE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4574011.0,Sedan,Bus,,,,2022,12394787,09/20/2022,18:50,dffccc3a-6787-4bc2-bd44-76dec45a5f41,Occupant,Unspecified,20319358.0,52.0,,,,,,,,,Registrant,,,M
2022-10-16,14:51,MANHATTAN,10036.0,40.757256,-73.98237,,,1177      AVENUE OF THE AMERICAS,1,0,1,0,0,0,0,0,Unspecified,,,,,4573855.0,Sedan,,,,,2022,12394934,10/16/2022,14:51,bb87b41f-25b6-4392-92b0-dc20dcbe6456,Occupant,Unspecified,20319444.0,48.0,,,,,,,,,Registrant,,,F
2022-10-11,17:45,BRONX,10470.0,40.90722,-73.85041,ROBERTSON STREET,EAST 243 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4573965.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12395840,10/11/2022,17:45,9cab09bc-1de1-45ee-826a-c55c1d651f62,Occupant,Unspecified,20319965.0,67.0,,,,,,,,,Registrant,,,F
2022-10-15,11:16,MANHATTAN,10027.0,40.807095,-73.945984,LENOX AVENUE,WEST 124 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4573751.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12394729,10/15/2022,11:16,5afcbf97-1e69-4bb9-af76-6731d7aa1ef7,Occupant,Unspecified,20319321.0,36.0,,,,,,,,,Registrant,,,F
2022-10-14,12:00,BROOKLYN,11211.0,40.714165,-73.94836,,,621       METROPOLITAN AVENUE,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,4573802.0,Sedan,,,,,2022,12395110,10/14/2022,12:00,52a07bb8-8f20-43ca-ae7b-c48d3c93fff7,Occupant,Injured,20319555.0,29.0,Not Ejected,Shock,Neck,Driver,Lap Belt,,,Whiplash,Driver,,,F
2022-10-14,12:00,BROOKLYN,11211.0,40.714165,-73.94836,,,621       METROPOLITAN AVENUE,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,4573802.0,Sedan,,,,,2022,12395108,10/14/2022,12:00,ba75969e-dc82-4b4f-b937-24e861396171,Occupant,Unspecified,20319555.0,,,,,,,,,,Registrant,,,
2022-10-16,8:00,BRONX,10469.0,40.870834,-73.834404,,,2951      EDSON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4573642.0,Tractor Truck Diesel,,,,,2022,12394580,10/16/2022,8:00,3506e4f3-b2b4-49af-affd-f18f5e21d8f0,Occupant,Unspecified,20319243.0,,,,,,,,,,Registrant,,,
2022-10-16,0:00,UNKNOWN,,40.812073,-73.93604,EAST 135 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4573540.0,Sedan,Sedan,,,,2022,12393999,10/16/2022,0:00,462b0da5-e111-41d4-b18b-3094bd7b1308,Occupant,Unspecified,20318914.0,34.0,,,,,,,,,Registrant,,,M
2022-10-09,15:45,BROOKLYN,11216.0,40.683582,-73.953964,BEDFORD AVENUE,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Turning Improperly,,,,4574007.0,Taxi,Sedan,,,,2022,12395032,10/09/2022,15:45,3a480ea5-08b7-418f-9e12-a665fefb8e3c,Occupant,Unspecified,20319505.0,,,,,,,,,,Registrant,,,
2022-10-09,17:04,MANHATTAN,10018.0,40.759525,-73.99925,11 AVENUE,WEST 40 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4573915.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12394765,10/09/2022,17:04,bd3ca1f3-95e7-44bc-bedb-d75499b2bcea,Occupant,Unspecified,20319344.0,46.0,,,,,,,,,Registrant,,,M
2022-10-11,13:44,BRONX,10468.0,40.880688,-73.885704,MOSHOLU PARKWAY,PAUL AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4573790.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12395414,10/11/2022,13:44,28c7e45c-d8b5-4269-9c55-f2931a8b81a0,Occupant,Unspecified,20319712.0,46.0,,,,,,,,,Registrant,,,F
2022-10-16,2:05,UNKNOWN,,40.73775,-73.768394,CLEARVIEW EXPRESSWAY,,,1,1,0,0,0,0,1,1,Unsafe Speed,,,,,4573369.0,Sedan,,,,,2022,12394383,10/16/2022,2:05,9fbe33a0-062e-4950-9f09-e111acec4612,Occupant,Unspecified,20319106.0,46.0,,,,,,,,,Registrant,,,M
2022-10-10,1:35,UNKNOWN,,40.831974,-73.9235,RIVER AVENUE,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4573796.0,Sedan,Sedan,,,,2022,12395642,10/10/2022,1:35,0dd111f4-086b-4b6b-8b77-36084d86d058,Occupant,Unspecified,20319849.0,44.0,,,,,,,,,Registrant,,,M
2022-10-15,10:47,MANHATTAN,10019.0,40.760128,-73.983986,,,730       7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4573840.0,Bus,Sedan,,,,2022,12394921,10/15/2022,10:47,bb231b9c-316a-4b08-8765-700c9f76bacb,Occupant,Unspecified,20319436.0,74.0,,,,,,,,,Registrant,,,M
2022-10-16,20:02,UNKNOWN,,40.796738,-73.92925,FDR DRIVE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4573549.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12394012,10/16/2022,20:02,ba4c81fc-5e2b-49f5-b1bb-b8efc13f3569,Occupant,Unspecified,20318921.0,,,,,,,,,,Registrant,,,U
2022-08-19,4:35,UNKNOWN,,40.633636,-73.881996,BELT PARKWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4556695.0,Sedan,Sedan,,,,2022,12399469,08/19/2022,4:35,693d31dd-e8cd-48cc-972c-11198029575f,Occupant,Unspecified,20321945.0,47.0,,,,,,,,,Registrant,,,M
2022-07-28,23:30,QUEENS,11434.0,40.666187,-73.79176,BELT PARKWAY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4552497.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12397032,07/28/2022,23:30,25e8d020-f947-47df-a0c7-a49ffb0fe735,Occupant,Unspecified,20320646.0,47.0,,,,,,,,,Registrant,,,M
2022-10-17,18:20,BROOKLYN,11203.0,40.662247,-73.93958,,,690       EAST NEW YORK AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4573716.0,Garbage or Refuse,Bus,,,,2022,12393952,10/17/2022,18:20,98a0c584-c047-4506-b4c8-cfb2e8dc4a67,Occupant,Unspecified,20318889.0,,,,,,,,,,Registrant,,,
2022-10-17,21:36,BRONX,10460.0,40.835968,-73.87,ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4574178.0,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2022,12396889,10/17/2022,21:36,8e255a27-278d-4039-a558-36f09ec4d544,Occupant,Unspecified,20320561.0,55.0,,,,,,,,,Registrant,,,F
2022-10-14,21:21,BRONX,10466.0,40.881588,-73.84704,SCHIEFELIN AVENUE,EAST 223 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4574252.0,Sedan,Sedan,,,,2022,12396942,10/14/2022,21:21,f5384af2-c12b-4327-b7c2-94b1f3c20c60,Occupant,Unspecified,20320591.0,,,,,,,,,,Registrant,,,F
2022-10-17,17:35,QUEENS,11413.0,40.687645,-73.74867,,,121-83    SPRINGFIELD BOULEVARD,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4573629.0,Sedan,,,,,2022,12394663,10/17/2022,17:35,f65e0f00-2329-401a-8999-39cca45422b1,Occupant,Unspecified,20319294.0,78.0,,,,,,,,,Registrant,,,M
2022-10-17,5:40,UNKNOWN,,40.756134,-73.74047,LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4573655.0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,2022,12394056,10/17/2022,5:40,24637285-e80c-4263-b06d-987e06f6bbdb,Occupant,Unspecified,20318939.0,40.0,,,,,,,,,Registrant,,,M
2022-10-17,6:57,BROOKLYN,11215.0,40.66551,-73.992775,PROSPECT AVENUE,4 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,Unspecified,,4573618.0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,2022,12405969,10/17/2022,6:57,f671a158-6b6a-4a38-9c80-92b112d68eef,Occupant,Unspecified,20325608.0,,,,,,,,,,Registrant,,,
